sentence,label
exam day nun tapos 50 questions 50 mins 1 min 1 question nagyari kasi diko natapos yung exam tanong diko maintindihan umabot yung mins mismong time binigay nya natapos yung exam 15 questions 10 palang tamang sagot nag message ok lang iopen ulit yung exam sya pumayag yung reklamo lang estudyante binigyan nya 2nd chance tapos nagtuturo naman sya lagi syang ot pinagbigyan nalang inunawa sya kaso makasarili sya unfair baga,0
give thorough instructions please activity,0
believe professor always best comes teaching keep,1
sana nagturo gn tutlrial pano gawin yung pinapa project,0
maybe enough time teach,0
kind students,0
please take time us take classes teach us please give proper instruction activities get confused sometimes,0
needs meet classes student,0
improve way teaching approach subjet,0
stop pressuring students academic work even though enough discussion time,0
explains lesson must back example students understand comes activities gives,0
considerations,0
sometime attentive course,0
believehe always best comes teaching keep,1
sometimes theres schedule conflict,0
hope could discuss quizzes gave us focusing given module give us learning resources,0
none think part naman po instructor,1
responding queries much possible,0
okay okay naman po si mam,1
terms giving score felt effort enough shows us works others thinking others giving effort says hate comparing us felt last feel presence teach us explaining us understand,0
believe professor always best comes teaching keep,1
strict alright strict strictness shown much instructor seems give much consideration students example students cant afford broken mics deemed absent activities students artistic especially since members group moves barely 34 something would good instructor assign groupings already knows tends come together leaving behind students instructor knowledgeable indeed subject hope learn,0
sobrang taas standard laging pinagkukumpara ibang section kabilang section si ganito daw magaling tapos inyo pangit klase pag di napagbigyan yung nya hal class ganito adjust natin yung klase ganitong oras bla bla bla di talaga pwede binigay nyang time tapos parang galit sya nung dinecline wala 2nd chance baka pag bumagsak bagsak pag di magaling papabayaan nalang nya siguro lumaki ulo anong meron sya fineflex nya awards nya habol yung ganun lang magaling pantaypantay nakakatamad umattend tuwing online class siguro mali di umaattend klase diko pag attend ayun yung reason,0
