label,sentence
0,students find hard to communicate with her in times we have questions because we only rely on our class representative.
0,mas magbigay ng pattern kung pano ang gagawin namin sa research . mahirap po kasi ituloy tuloy
0,hmm dapat umattend naman sya kahit ilang beses lng kada sem. alam po naming busy sya sa school pero napapabayaan ung mga hawak nyang studyante.
0,the instructor should give an instructions and directions immediately.
0,mas iguide po yung students kasi may times na hindi po namin alam yung gagawin kasi di po namin alam at yung mas madali po mahagilap or matanungan kapag may kailangang iclarify po.
0,having a clear/complete ouncement on the class representatives to minimize confusion.
0,"updates about the term requirements. since naging busy po sya, hindi po namin alam kung sisimulan na ba namin ang next requirement for the next term."
1,"sa tingin ko wala na siya need iimprove. stay what you are sir. mabait, magaling magturo and explain and lagi kami nibibigyan time para sa lahat."
0,wag po masyado seryoso
0,he speaks very fast and continuously.
0,the instructor should be a little bit strict.
0,sana bagalan lng ung turo hahaha nag mamadali kasi parang may lakad hahaha ung sakto lng ba.. magaling sya kaso ambilis.. siguro kasi 7 ang turo nya samin pagod na kaya mabilis.
1,wala naponh need i improve
1,there's nothing to improve.
1,n/a and take care na lng po sa health ni sir .
1,nothing. all goods na si sir .
1,siguro more patawa moments pa hahaha.. masaya siya magturo ee
0,the instructor should not be too considerate to students.
0,availability on teaching but i understand due to his work.
0,"siguro ung d nya pag turo kasi lagi syang busy sa work nya..
naiintindihan ko naman.. pero sana mag send sya ng vid na lng para kahit d sya mag turo sa sched nya may naibibigay sya"
0,"he needs a bit of confidence in speaking, and refrain from redundancy"
